Year,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
201308,-3.0484,-3.3231,-0.404,-3.1836,-4.6439,-4.0051,-2.6605,-2.3353,-2.9501,-2.9402,-3.8907,-2.7661,-2.4933,-2.4334,-2.7656,-3.0535,-2.501,-2.1082,-1.8425,-1.9096,-4.2321,-1.5171,-3.3062,-0.4842,-2.059
201309,7.7507,6.0634,6.2957,6.873,7.453,4.6546,6.3236,7.4594,6.8719,7.6895,3.6792,5.0867,6.962,6.3433,7.0053,3.6153,4.1368,5.4026,6.6068,8.0333,1.5818,3.8562,3.9551,4.8588,3.266
201310,2.74,3.0544,1.2327,1.7275,2.2057,2.8479,1.4407,2.939,1.7124,1.154,4.9116,4.0494,3.1158,2.7671,3.5296,2.997,3.0596,2.9753,3.8972,3.766,4.3879,5.4447,4.1987,3.2958,3.6886
201311,5.8447,5.9504,6.6435,5.6137,7.3831,7.1882,4.6568,5.5406,3.5281,1.7211,2.4546,4.1134,4.0591,3.4788,3.1711,1.8336,1.6274,1.3461,2.0764,2.4047,2.4698,4.2394,3.1381,2.5433,4.5915
201312,0.932,0.7531,1.9294,3.2269,4.3896,-0.1597,1.2236,1.5102,3.1014,3.6436,0.5764,2.2658,3.9922,3.8172,3.7593,1.2264,3.8619,2.8862,3.9697,4.3517,1.2489,3.1509,3.1468,3.3651,2.8292
201401,-2.7429,-2.9988,-1.2168,-1.4207,-1.8014,-1.3743,-2.4682,-5.3948,-5.7654,-5.895,-1.9849,-1.5883,-2.5465,-4.1019,-1.9084,-1.7591,-0.6727,-3.5655,-5.3139,-3.1167,-3.282,-3.8349,-4.1428,-3.9278,-3.0273
201402,4.1253,3.7891,2.9863,6.3794,6.3674,1.5032,3.6215,3.9727,7.2769,6.4,3.7531,4.4299,4.9316,5.9903,6.9029,4.7766,4.4995,5.7551,5.9875,8.4045,4.1102,4.6296,4.2455,5.3869,5.0995
201403,1.306,0.4054,0.0514,1.0292,-2.0326,0.8816,-1.0184,0.5296,-0.1004,1.044,-0.3925,-0.3752,-1.8211,-0.4273,-0.5845,0.9269,0.4216,-0.7763,0.4355,0.2181,1.578,-0.0159,1.9051,0.1902,-0.738
201404,-4.8081,-5.3712,-5.4038,-4.4618,-5.4307,-3.4929,-4.6025,-4.411,-2.6192,-0.495,-2.0351,-3.7509,-3.0124,-0.9106,-2.6633,0.8093,-1.3785,-2.9883,-1.1318,-0.3832,2.6731,-0.1089,-0.7419,0.6127,-1.7386
201405,-0.7892,-0.5649,-0.5157,-0.8442,-0.968,0.7203,1.4993,0.9546,-2.026,-0.0409,0.1328,2.0575,1.386,0.8328,2.1824,1.7935,3.1966,2.1768,1.7635,2.179,0.5093,3.7695,2.6848,3.2229,1.0033
201406,4.08,7.6006,3.538,4.7811,6.3603,5.383,5.9321,5.8253,5.2124,6.1824,5.5714,3.1481,4.603,5.4733,6.1798,3.4909,3.1105,3.7766,5.2187,3.8996,1.0099,1.4569,2.8175,4.4519,2.0038
201407,-5.8648,-3.3052,-5.9349,-5.8658,-7.0277,-6.9565,-4.6563,-6.0224,-6.3257,-7.7335,-6.8479,-4.4538,-4.6661,-6.049,-6.7961,-2.3385,-2.6206,-2.0149,-6.4907,-4.5227,-0.9982,-0.4949,-3.0231,-1.3218,-1.2379
201408,3.6563,4.0515,4.3856,2.9529,3.6693,4.4127,3.7276,4.9398,6.162,5.9547,6.6285,4.6759,3.9331,5.747,4.9669,5.3353,4.9313,4.5994,5.4861,7.1897,4.7126,3.6645,3.6526,3.5817,3.8957
201409,-3.6683,-5.037,-6.1972,-6.7841,-9.8558,-3.5858,-2.9309,-5.4307,-7.572,-9.6361,-4.8553,-3.2132,-4.812,-7.3653,-7.7696,-2.9478,-1.9303,-3.7298,-5.6737,-6.8945,0.8036,-1.7389,-2.197,-2.9681,-4.0011
201410,5.9511,7.594,6.7947,5.1338,1.9413,9.4249,7.4286,6.5078,5.6481,3.5416,7.9066,5.8157,4.8447,3.2792,1.7585,5.7228,3.9508,1.7943,0.9354,-1.606,3.1858,2.4685,1.9458,-0.4406,-0.7236
201411,-0.9982,-1.5491,-0.6304,-0.8999,-1.0257,1.0566,-0.0751,0.0632,0.6431,-2.179,2.6223,2.8439,1.1001,0.4552,-1.3669,3.1956,3.7913,2.5941,2.1878,-1.1363,3.5669,4.0241,2.7746,-1.5617,-0.7588
201412,5.9165,4.0996,5.3651,3.0017,3.3079,3.1973,2.7747,2.4674,2.4147,1.3676,3.5133,1.2549,0.3693,0.8022,-0.9179,0.5673,1.2393,0.3217,0.3386,-1.0118,-1.0571,-0.602,0.5852,0.9015,-0.6343
201501,-5.5021,-4.7367,-4.4375,-4.7768,-5.0361,-1.6656,-3.3034,-4.7767,-4.4185,-7.0749,0.7078,-1.5765,-4.3584,-4.1031,-5.5555,1.2474,-0.9373,-1.8369,-3.7215,-4.9372,-0.4387,-2.5581,-5.5736,-8.6114,-7.627
201502,4.0996,3.1663,6.5668,6.3544,7.3418,4.6169,6.8425,6.5335,7.3084,8.5305,3.5234,6.3778,8.4693,10.2306,8.4833,3.3642,6.54,8.1191,7.5684,11.4194,3.3465,6.4959,8.2863,7.9561,8.5596
201503,3.0663,1.945,0.777,1.0344,-0.7106,3.5225,1.3647,1.9234,1.9236,1.6307,-0.4415,1.6976,2.1359,0.7967,-0.7887,1.2581,1.0414,-0.5074,-0.0008,0.5186,-1.2474,-2.2869,-2.0137,-1.7505,-3.0909
201504,-1.8609,-2.3127,-2.8136,-1.889,-1.6802,-2.8793,-2.5363,-0.8527,-1.2938,-2.2586,-3.0811,-2.1003,-1.4532,-0.2834,-0.1322,-1.6444,-1.1595,-0.5869,0.1138,-0.1796,-0.6711,1.583,1.8021,3.9675,3.4313
201505,1.4611,2.2753,-0.6772,0.6689,1.4235,4.1256,2.8223,1.0044,2.2737,0.4036,4.4729,1.1048,4.1047,2.8867,0.8612,1.6992,1.9706,2.8045,1.9284,-1.2616,1.7113,1.3603,0.7448,0.4516,-0.6223
201506,3.4428,3.5027,1.7203,2.2958,1.152,1.3034,2.3513,1.0573,0.4113,-1.0746,-1.3184,2.077,1.46,-1.2184,-4.6761,-0.8342,-1.2059,-0.895,-1.7319,-2.443,-1.655,-3.0243,-1.5646,0.0398,-2.0499
201507,-2.3537,-4.3519,-5.6765,-6.8649,-10.0378,-1.951,-0.79,-1.4182,-1.4366,-6.1137,2.8322,0.393,-2.9655,-3.9829,-4.9146,4.1726,1.6615,0.5878,0.2605,-4.5195,4.1184,2.5761,0.7932,-1.1927,0.6959
201508,-3.8892,-3.438,-4.3026,-2.5202,-3.9285,-6.4264,-4.5536,-4.2989,-5.5192,-7.5106,-5.2972,-3.8586,-4.9309,-5.0807,-5.5032,-6.1459,-5.6047,-4.9925,-5.84,-6.3126,-5.7442,-5.3797,-7.4735,-6.9503,-8.0693
201509,-3.4362,-5.3285,-5.1485,-7.9456,-9.0753,-5.0447,-4.8309,-4.5193,-6.1457,-11.0054,-1.9374,-3.6245,-5.3446,-5.4804,-9.4512,-2.0668,-3.1286,-4.2577,-5.3464,-8.7243,-1.4512,-1.299,-3.0931,-6.2938,-6.9616
201510,5.881,5.1586,6.0084,6.368,5.6622,5.2481,6.2515,5.8931,6.3173,6.5753,4.0415,4.5248,7.9323,6.9711,6.4004,3.1611,7.5181,6.1649,8.7665,8.2099,7.4343,9.0538,8.1289,8.9872,7.8471
201511,3.9893,0.943,3.0651,4.3944,2.8504,3.6755,3.4655,3.3667,6.6107,5.3311,1.9474,-0.098,2.8431,2.7515,1.711,1.3292,2.2324,0.9829,1.0523,0.4296,-0.262,0.4309,-0.1471,1.7333,1.6281
201512,-3.6374,-4.3053,-5.5998,-5.6898,-7.4186,-2.1498,-5.0312,-4.6957,-6.6121,-8.1557,-2.5369,-4.2712,-5.6313,-7.438,-8.0338,-1.1124,-2.7724,-4.7032,-5.3766,-4.8112,0.0476,-0.6826,-3.3101,-4.3119,-6.6483
201601,-6.2691,-6.6607,-7.1713,-9.2768,-13.1381,-7.7959,-7.8714,-7.0186,-9.6996,-13.5481,-5.1887,-6.8244,-7.7316,-8.9544,-10.8663,-6.4023,-5.3157,-6.5111,-10.9501,-12.1056,-2.3214,-4.6687,-5.8142,-10.5024,-13.3863
201602,-0.5654,-1.2715,0.6054,0.0608,0.2264,-1.0857,1.9191,1.8454,0.866,1.5112,1.828,2.646,1.4527,1.3726,1.7409,1.022,0.8509,0.3181,1.5702,0.0897,-0.0637,-0.0309,0.3037,-0.5969,-4.1983
201603,4.2413,5.7485,6.6925,7.6051,9.6546,6.594,6.1502,8.1511,10.0791,11.4503,6.3196,5.8029,8.02,9.3223,12.3344,7.0985,6.4264,8.5821,10.1746,11.4493,5.4494,6.9047,6.6568,7.3944,9.5647
201604,2.6681,3.2356,3.5926,3.3595,4.2269,0.8189,0.1906,1.1447,0.9857,5.0323,-0.2336,0.0006,2.4806,1.4479,3.5462,-0.1437,1.8213,1.221,3.0437,3.2248,-1.2403,-0.276,1.806,4.4815,5.0144
201605,-0.4776,0.7393,-0.125,0.4734,-2.2467,2.5388,1.7051,2.2597,2.4552,1.2085,1.8926,2.3367,1.6415,0.1105,-1.4901,3.0406,3.1172,2.6075,3.3667,1.0856,1.7633,1.643,1.8535,1.3745,1.4056
201606,-0.9274,-0.7491,1.0647,0.6188,-0.1515,2.4384,-0.2289,-0.3041,-2.304,-2.3021,3.8963,0.1279,-1.7005,-3.3772,-3.1021,2.2508,0.3245,-1.5172,-3.1336,-3.8994,2.2549,0.3755,-0.9142,-4.0347,-5.1197
201607,4.0279,6.0165,6.7588,6.106,6.625,3.183,5.7594,6.0189,8.2949,8.6489,3.7887,4.1537,6.0667,6.117,8.8129,1.8868,5.316,3.8102,6.0656,7.2213,1.7189,5.4699,3.4573,4.9622,4.9773
201608,2.855,3.2802,2.9936,4.735,3.9965,0.8258,1.2738,2.1615,1.4845,3.4892,-1.3385,0.7691,1.7997,3.6278,3.6726,-0.8899,0.8338,1.9782,0.873,4.3867,-1.7503,0.6502,0.5608,2.0292,8.6316
201609,1.9097,2.7141,2.8601,4.8546,5.9568,-1.0566,0.8836,0.7316,0.7325,7.0453,1.0249,0.2239,0.338,0.4302,0.5434,-1.5183,-0.3849,0.7981,0.6694,0.9635,-0.1179,0.574,-1.7813,1.1341,1.1811
201610,-2.9962,-3.2335,-5.437,-6.3437,-10.6365,-3.1953,-2.2953,-5.3672,-4.0825,-11.7999,-3.5219,-2.5253,-2.8323,-3.7321,-7.2615,-1.2646,-1.4779,-2.9707,-1.9396,-3.7662,-1.7338,-2.6112,-1.0325,-0.868,3.0705
201611,9.862,13.2808,11.0192,12.7191,14.2125,11.3526,10.9119,13.6149,13.3016,14.6585,5.289,9.4177,12.1367,11.9302,14.1879,2.634,6.2564,5.4023,9.3434,15.8224,0.1386,2.9117,6.9355,10.3001,17.6958
201612,5.4868,6.2702,3.9797,4.7771,4.2888,3.9799,2.5304,3.8733,4.4535,-2.0297,2.2576,1.8603,1.1875,2.2871,-0.0762,1.793,-0.4554,0.0204,0.8058,1.1294,2.8334,1.1541,1.0954,2.428,3.1337
201701,-0.7946,-2.978,-0.9946,0.0159,0.2972,-1.628,-1.067,0.1954,-0.6375,3.2335,0.427,1.2343,1.1504,2.0044,0.7206,2.1125,1.0548,3.4631,3.5292,3.231,1.1265,2.8223,4.0338,1.5291,0.7701
201702,-0.2799,0.5832,-0.9512,0.2678,1.0424,0.7851,1.141,0.7162,2.5758,2.7064,1.7072,2.6379,1.423,1.3335,2.1992,4.0255,3.3238,1.0852,3.8036,5.1395,5.1045,3.4983,3.8095,2.4328,3.741
201703,1.5516,1.2368,1.6921,2.7509,0.6911,0.3908,0.2762,-0.6717,0.0628,0.4172,2.4459,-0.1178,-0.2663,-1.7649,-0.9568,0.2475,0.4815,0.3672,0.5117,-2.3234,0.2871,0.8591,-0.3116,-1.0379,-1.0256
201704,2.1668,3.1326,0.2406,2.4544,-1.3863,1.2321,1.9707,1.2599,0.9479,2.5536,-0.0348,1.6949,1.2434,1.1536,-2.4006,0.8899,1.0564,1.9964,0.7866,-2.2074,0.6667,2.4658,0.8694,0.3803,-0.7422
201705,-1.5481,-2.6186,-3.1635,-1.3131,-2.7391,-3.0039,-3.1795,-1.1939,-3.7191,-2.9541,-1.5658,0.4096,-1.3683,-2.3022,-4.0975,0.4653,0.6288,0.4646,0.0122,-1.5373,2.6467,2.2531,-0.1763,-1.2027,-1.096
201706,6.3665,3.6894,5.4681,4.6898,4.7473,2.2682,3.6406,2.416,5.1284,6.0935,0.4753,0.0658,3.2744,3.2102,5.0932,1.286,0.3505,2.2531,2.432,2.9553,-1.1729,0.1716,2.8613,3.7502,4.1462
201707,-1.0488,-1.4139,0.1949,-1.0685,-0.4846,0.5859,1.2861,0.7865,1.6311,0.2974,0.3495,0.7355,1.6967,0.0775,2.3679,0.6316,1.7377,1.1339,1.7052,2.882,2.9184,1.6142,2.6819,0.7905,3.9882
201708,-1.7844,-2.8431,-1.3821,-2.6808,-0.3597,-2.8049,-2.8759,-2.7265,-3.6128,0.9357,-1.6002,0.0235,-1.9291,-1.6315,-0.3977,-1.2471,-0.2669,0.6592,-1.101,-0.039,-0.0377,1.7985,-0.7484,-0.3205,-2.1102
201709,6.8385,9.4585,8.7671,9.0808,9.5312,5.298,6.9558,8.8328,8.498,8.3314,2.407,4.2212,6.4483,6.6001,5.8938,0.6193,3.6278,3.9161,5.4869,6.5092,-0.03,0.9941,2.5907,6.1427,7.4083
201710,0.4342,1.2973,-0.5457,-0.435,-1.4437,-1.0181,0.9277,2.3207,0.7038,-2.3816,1.4422,2.3982,1.5403,0.7757,0.9803,0.3378,2.8027,2.9151,2.183,1.1018,1.6458,3.2622,1.6816,2.5714,2.8433
201711,4.3605,3.4906,3.8469,3.1365,2.8757,4.3819,2.3788,2.5356,1.7736,1.9019,4.8615,3.3295,3.1679,4.0827,3.0003,5.5489,4.4961,3.3842,3.276,6.7383,4.5546,2.548,2.4007,2.8902,3.159
201712,-0.438,-0.3594,-1.4822,-0.4752,1.1562,0.799,-1.295,-0.9442,0.1079,1.8715,-0.9081,1.0344,-0.397,-0.0108,1.5512,0.372,0.8148,0.0449,0.8886,3.5921,0.6328,0.7278,2.6034,2.0885,1.4257
201801,-0.0298,0.7088,2.6141,2.6566,5.9035,1.3101,1.794,1.5742,2.6598,3.8388,1.0944,2.7988,3.3645,4.1424,7.2595,2.004,4.4253,6.8065,3.8617,5.9428,3.7139,5.8851,8.2586,7.3876,6.4541
201802,-1.2155,-3.6286,-4.5911,-4.65,-4.1691,-3.5695,-1.1946,-3.0128,-5.3149,-5.4174,-4.4433,-2.4011,-5.2877,-5.4902,-3.8332,-1.9935,-4.3592,-4.6417,-4.5125,-4.148,-4.8922,-3.2802,-3.1425,-2.3788,-2.7221
201803,3.6319,4.1219,0.9472,4.1588,-1.4446,1.1184,1.8582,2.3788,1.2719,-0.9562,0.6907,0.538,0.278,0.8152,0.4471,0.8151,-0.0756,-0.3015,1.0586,-1.5943,-1.5757,-3.0072,-3.083,-3.8521,-3.2707
201804,1.963,0.9552,0.2863,1.4541,2.1858,1.0415,2.0866,1.3048,0.8749,3.1875,-0.543,-0.1798,-0.2667,1.4333,0.0335,-0.013,-0.7533,-1.7545,1.0389,0.3188,-0.4269,0.3343,1.4062,1.0606,-0.095
201805,7.125,7.8619,7.0861,11.301,7.3667,5.6017,6.138,5.1413,7.669,7.6125,2.4804,5.5775,5.3217,4.5621,7.3465,2.6969,4.1424,2.8269,2.5241,6.0151,1.0875,3.565,2.3435,0.6634,1.2246
201806,2.0203,2.1774,3.3506,-0.0685,-0.286,3.5565,1.4786,-0.4993,2.802,-1.1419,1.6777,1.3248,-0.9501,0.0551,-1.5638,3.1364,1.3379,0.0181,-0.0533,-2.413,1.7195,0.4182,1.3004,-1.7262,-2.2677
201807,1.2743,-0.1668,-0.0196,1.0006,-1.8473,1.5264,3.3077,2.3946,1.6212,2.3856,1.53,0.6825,2.6795,2.7319,1.6984,1.8996,3.0214,3.0487,2.0857,2.1315,2.7482,3.7026,3.6491,4.6445,4.7892
201808,4.3364,3.768,2.7484,3.6374,4.8517,6.4973,2.5937,5.0748,4.6601,5.2909,3.8889,5.8313,2.8554,3.8661,3.9415,3.142,2.8066,3.5981,3.311,5.8797,1.9117,3.2219,5.5072,3.6606,1.6414
201809,-2.2866,-4.188,-4.246,-0.3928,-2.7015,-2.473,-2.0538,-3.0615,-1.9996,-2.1323,-1.6231,-1.2617,-3.0546,-3.0996,-2.9816,-0.0464,-0.3811,0.3107,0.0842,-1.5261,1.1944,0.95,1.4197,-0.2697,-2.7454
201810,-9.0525,-8.0433,-8.5474,-11.6291,-15.3851,-6.557,-8.9864,-11.0927,-12.5389,-15.7817,-5.888,-7.5266,-10.719,-10.3504,-13.8748,-4.5235,-8.1169,-10.2657,-10.1351,-15.7285,-0.4318,-6.1553,-8.4741,-9.8438,-9.4019
201811,-0.7031,-0.4623,-1.3735,-2.5379,-2.4177,2.0876,2.6465,3.2271,1.6049,1.2811,3.3975,2.9947,2.61,1.625,-2.3647,2.5515,3.0866,2.5806,2.539,1.4246,1.666,3.3155,-2.143,3.8527,2.2936
201812,-9.867,-10.9381,-11.1838,-12.7732,-17.9038,-9.4159,-10.8814,-12.1906,-13.2347,-15.182,-8.031,-9.3502,-13.3879,-13.7618,-12.3279,-8.7021,-10.4743,-11.0556,-12.9136,-13.2068,-6.6777,-8.6634,-8.2197,-10.7793,-12.4499
201901,8.9473,8.5683,10.1588,12.16,14.5494,7.4978,9.0594,9.755,13.2094,13.0593,8.0202,10.1877,12.4969,12.2951,15.2597,6.8888,8.4614,13.6665,12.1059,17.4416,5.4177,7.6742,6.6629,10.646,12.0283
201902,5.8305,5.1156,6.1489,5.408,5.9943,2.3992,4.4384,6.9695,6.4034,6.5324,3.9301,3.4167,3.8603,5.7464,7.4147,3.003,5.5332,4.1425,4.9124,6.7298,3.3285,2.9351,4.3725,2.7923,2.1063
201903,-2.995,-4.0701,-5.536,-3.2856,-1.5072,-1.9565,-2.7376,-3.0989,-4.8871,-1.6126,0.8483,-1.2197,-3.4141,-2.7399,-1.9031,2.1323,1.7921,0.7241,-2.0867,-0.8132,3.1193,2.3107,2.4557,0.14,-2.5822
201904,2.314,2.6564,2.9423,2.6586,-0.1304,1.8412,4.4858,4.4241,3.4928,-0.1567,3.9672,5.1126,5.2276,6.075,2.3618,3.2855,3.6301,3.4383,4.6287,4.0713,1.3484,3.6494,5.4808,5.6036,7.8472
201905,-4.9833,-6.6274,-7.2486,-5.5936,-11.0292,-7.4425,-6.0446,-8.4644,-10.5438,-10.4586,-6.5085,-4.0569,-8.8139,-9.7458,-8.7924,-3.3263,-5.2379,-7.1246,-11.2387,-9.4496,-3.3896,-4.8973,-9.1275,-7.8263,-11.4096
201906,6.3879,4.9572,4.607,6.3299,5.8726,3.7462,7.5463,8.271,8.8766,10.0967,5.7486,5.3391,8.3286,8.8375,10.233,5.0312,7.3901,9.4321,9.7825,10.0639,5.5102,6.4057,9.0149,7.7628,7.3205
201907,-1.3002,-0.5708,1.613,-1.3567,-4.3571,1.3373,-0.0899,-0.2835,0.7909,-1.9554,1.9178,2.8949,2.2732,0.3068,0.0547,0.3973,2.2315,0.73,0.905,0.7522,1.7281,1.5363,1.4181,1.834,1.4488
201908,-5.015,-6.6526,-4.864,-5.9683,-8.9477,-4.2401,-7.605,-4.3551,-6.3379,-7.5293,-1.0245,-2.9849,-6.3026,-7.216,-8.588,-1.5551,-2.6237,-4.9713,-6.3975,-7.2524,2.0115,-2.1241,-1.742,-3.7772,-5.9182
201909,2.657,5.0096,4.1974,4.6416,4.009,2.6577,4.4253,5.2083,4.3011,2.3331,0.9535,2.6527,2.8215,2.6168,1.1901,2.9318,1.0611,3.0016,5.0858,-0.6932,1.1299,1.4373,0.6261,3.6835,2.915
201910,1.1217,2.5583,0.0443,1.2089,-2.0822,3.0819,2.3157,3.9873,2.1811,2.1141,-0.5152,1.3434,1.7066,4.8167,3.0846,-0.6937,1.7572,0.6835,1.0721,1.562,1.5918,1.7101,1.9838,4.341,5.9276
201911,2.6749,1.9782,2.4102,6.4562,4.6963,4.513,3.0584,2.1008,5.0955,6.1201,1.1368,2.5407,2.9831,5.5375,7.7463,0.6348,4.0726,5.0981,6.1708,9.943,1.2112,3.2865,4.5845,5.5659,6.6569
201912,2.823,2.5618,3.1993,8.6361,7.2016,4.0268,4.1103,2.3254,3.1371,5.3511,2.2582,2.6629,2.6125,3.3942,2.5419,1.9551,1.2649,2.5365,2.641,2.3679,2.5854,2.748,2.1906,4.0371,5.7345
202001,-3.3305,-6.6368,-5.1544,-5.7888,-5.65,-4.8158,-5.535,-4.3623,-4.5794,-6.1602,-1.5325,-1.3888,-3.8361,-3.7087,-5.1559,-0.403,0.2502,-1.1168,-3.4713,-1.3675,-0.1317,-0.167,1.27,1.8254,-2.9811
