Year,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
197910,-7.7789,-10.0752,-11.1049,-11.3734,-13.0273,-9.7165,-9.7682,-10.0217,-13.0336,-11.0589,-8.3456,-8.7826,-10.1304,-9.3738,-9.6777,-7.7093,-9.7923,-8.03,-8.5989,-8.8378,-3.7605,-7.9898,-7.3992,-6.7109,-10.7358
197911,4.6026,5.9201,7.3198,8.4793,9.8839,5.1347,7.5671,8.0922,7.4624,12.2909,8.5827,6.2061,8.1747,7.2096,10.7264,8.1317,7.0108,7.1997,7.8599,8.4536,5.5318,5.7177,6.0746,4.1198,3.8167
197912,4.5602,5.8774,7.4406,8.4822,9.2919,2.5517,4.7431,7.1289,7.1104,9.6973,2.2923,4.7682,4.0001,4.8193,5.9612,0.4783,3.9359,3.8319,4.3976,6.4769,0.5098,1.3133,2.6223,3.6372,5.7745
198001,6.2505,9.0408,11.4544,10.2818,11.7039,5.2596,6.1998,8.236,5.3204,8.8657,5.2755,6.1698,6.7952,6.67,8.7043,3.3203,8.1916,6.4905,6.0331,6.596,7.0984,5.7327,3.7939,6.4752,0.771
198002,-1.2089,-2.3149,-3.089,-0.2385,-1.0333,-4.6166,-1.7411,-1.8792,-3.5791,-0.221,-2.5813,-3.4288,-1.4753,-4.1931,-2.3173,-3.1211,-0.2242,-2.8547,-4.5294,-1.205,6.3057,-2.5932,-4.4021,-4.0048,-1.7841
198003,-14.0197,-15.8328,-17.8144,-19.7713,-22.1736,-12.9551,-16.2401,-15.7019,-17.2791,-21.8181,-13.4979,-15.7004,-18.537,-15.9146,-16.5746,-8.8053,-15.6119,-12.673,-12.6658,-17.3928,-11.0291,-9.5418,-7.592,-7.1274,-10.355
198004,4.2028,5.2477,7.2967,8.01,7.1471,7.87,5.541,6.2516,4.4274,5.9515,11.7554,7.3293,7.7804,5.6078,4.7327,10.0159,6.1112,4.7709,4.7343,7.3471,6.5853,2.8515,3.1228,2.2443,4.2788
198005,6.1048,5.9648,8.116,6.5196,7.8232,5.7878,9.9409,9.5158,11.2992,8.3919,7.3065,9.0032,5.5605,8.434,8.4155,6.8517,9.6156,8.6146,7.386,9.2129,4.3568,4.9879,6.9092,5.2598,5.8804
198006,3.9924,4.3837,4.527,5.0766,4.7715,4.0433,3.4852,4.0884,5.0235,5.7298,5.6319,5.4009,4.5181,4.6749,3.4643,5.8694,4.0736,3.9998,7.0504,4.1963,2.788,4.703,1.8858,2.5358,-0.5362
198007,5.7369,6.4971,9.1597,10.7574,13.6373,4.167,7.8088,9.8888,12.0194,14.7357,2.1859,8.3141,10.3278,8.9742,14.1104,3.4427,6.9197,9.6735,11.5456,11.0678,3.7582,6.2131,9.2543,10.6241,14.0282
198008,4.0238,5.5507,6.1426,7.6443,11.1875,1.4226,5.0063,5.0924,7.2454,7.1228,0.0765,4.2576,4.4676,6.9155,5.1226,-0.0438,1.934,4.4922,3.9014,3.4104,1.3091,1.1254,-0.0242,5.9144,8.0782
198009,2.553,3.0995,4.2678,2.3732,4.5066,1.3388,2.4904,4.1883,3.2696,3.2205,0.9046,1.0284,4.2312,3.4199,6.1484,0.5812,2.7026,4.5622,3.5474,5.67,0.7087,3.8349,3.9842,4.6703,8.9949
198010,2.6452,2.5319,2.9926,4.8196,5.88,0.7565,1.3407,1.3852,4.7334,4.9863,2.0438,-0.0746,3.1186,2.6215,2.7326,-0.9805,-0.0153,1.5845,0.9824,2.89,1.2466,2.6582,0.934,4.2416,-0.9241
198011,3.2446,4.2884,4.3971,5.6801,9.811,4.3338,4.8862,7.0397,8.8589,11.6028,-0.7471,4.6742,5.1187,9.6733,11.588,3.274,4.9058,11.4894,13.8243,10.9889,7.3276,15.557,13.6385,14.2297,13.9279
198012,-1.3515,-2.6321,-2.7589,-4.909,-6.1426,-0.1893,-0.5141,-2.5164,-3.7802,-3.7213,1.4438,-0.8752,-1.7637,-4.4908,-4.8605,1.8788,-0.743,-3.8554,-4.9343,-4.8923,-1.0451,-4.8665,-4.8197,-2.9239,-1.2562
198101,2.7949,1.9205,1.2352,0.7686,-1.6334,1.1223,1.1355,0.453,-0.3321,-4.2569,2.503,1.0039,0.0196,-3.6045,-5.3139,-0.1053,-0.1175,-4.0057,-5.7205,-7.693,-1.8645,-6.4955,-6.0361,-10.1236,-11.0546
198102,1.5038,2.7816,0.0947,1.0467,-1.4172,4.0431,3.2432,2.5047,2.2526,-0.4682,1.4194,1.8663,3.4357,1.6964,1.3994,1.9149,3.2622,4.2869,1.2322,-1.4327,1.7707,1.7678,1.5232,3.5421,-1.1233
198103,4.298,6.2965,7.0543,8.7454,9.4017,3.6513,7.3145,6.8885,6.8017,11.423,3.0431,6.5135,6.7275,11.4022,9.2726,5.8489,8.4885,7.4292,7.9749,13.6383,1.879,1.671,6.0048,4.4618,12.0377
198104,3.2867,4.9034,4.4606,4.3835,3.6522,2.6648,3.3445,4.1364,2.959,1.9353,0.4973,2.6556,3.3968,0.3361,4.3318,1.5163,-0.8952,0.3189,-1.7378,1.3247,-0.015,-4.5784,-2.6033,-1.7379,-0.0046
198105,1.4188,4.1585,2.5892,3.1585,5.3086,1.6454,0.98,2.3872,2.7667,5.6706,3.6863,1.6706,1.1583,1.9034,6.5188,2.349,1.8964,2.2988,1.9216,4.06,0.8039,-0.911,1.583,0.7013,4.3147
198106,1.2882,2.2432,1.0453,-0.0548,-3.9711,1.2958,0.2965,-1.4564,-1.4349,-4.9874,2.7954,0.2016,0.2506,-2.5181,-7.1294,2.5755,0.4152,-2.695,-3.8174,-7.1095,0.2794,0.4456,-2.3001,-2.8081,-3.6394
198107,-0.8878,-1.7232,-3.6254,-2.8714,-3.7533,-0.6998,-1.8645,-3.0762,-3.1047,-1.4706,-1.1926,-1.7775,-3.6272,-1.7242,-1.0074,-1.3068,-3.7352,-1.0777,-0.8563,2.5707,-1.4706,-3.488,2.6579,5.2519,2.4201
198108,-3.1672,-4.748,-7.1224,-8.2322,-12.164,-1.9723,-5.7319,-5.9825,-7.6865,-11.0003,-2.8354,-5.7433,-5.122,-7.3108,-8.8351,-3.1713,-4.7268,-4.8933,-6.0975,-8.1571,-2.6243,-5.3653,-5.9052,-7.3638,-7.2316
198109,-5.4399,-6.2568,-7.1497,-9.091,-10.9417,-3.9082,-4.5731,-6.725,-8.217,-10.6825,-2.6398,-5.4658,-5.6751,-6.6136,-9.6377,-4.1091,-4.1214,-7.5526,-10.1539,-9.2931,0.707,-4.1679,-8.1814,-9.1446,-9.6133
198110,6.4811,5.9101,6.7622,9.2656,9.1299,4.9231,7.1507,8.1631,8.8326,9.7129,5.735,5.9787,5.8782,6.8117,10.2212,6.06,5.2666,5.7347,4.6325,10.6508,5.6392,1.2741,5.0413,8.7727,13.5055
198111,4.803,3.7373,3.7085,2.715,-0.6078,5.9417,3.9698,5.8498,3.0864,2.3564,5.67,3.421,3.251,3.7882,-0.9719,6.8193,4.3952,4.4821,5.928,1.5167,3.7219,5.3139,5.2876,6.2079,0.9042
198112,-0.111,-1.1979,-0.4087,-1.3757,-3.3184,-0.8994,-0.9759,-1.7843,-1.6,-2.2903,-2.0341,-1.4619,-1.5883,-2.6516,-2.2046,-2.5823,-0.6581,-1.4142,-3.0382,-5.6871,-2.525,-0.5227,-3.9721,-5.0892,-4.962
198201,-0.0859,-1.0249,-1.4696,-2.1985,-2.0019,-0.7014,-3.8923,-3.1429,-4.4633,-4.5749,0.0864,-2.2598,-4.1515,-4.1686,-6.9355,-0.1068,-3.3731,-5.1319,-6.4794,-6.9022,1.7324,1.6646,-4.0953,-7.9063,-2.0413
198202,-0.9807,-1.9726,-2.7813,-4.693,-5.9131,0.2615,-3.4924,-3.0059,-4.4632,-6.6067,0.0762,-4.0489,-3.1675,-4.6583,-7.0354,0.3671,-3.2775,-3.8665,-7.0353,-7.7064,-2.3666,-2.5826,-5.0219,-11.3279,-12.1137
198203,1.0299,-0.0054,-1.2599,-0.4767,-2.3701,1.3881,0.4471,-0.4572,-0.0515,-2.659,3.2459,0.9188,1.5879,-2.3226,-3.7187,1.7293,0.7752,-0.9058,-4.0803,-5.011,1.8015,0.5925,-2.0122,-4.1745,-4.5595
198204,3.4713,5.6754,4.9587,3.7536,7.9749,3.1781,4.9899,5.7541,6.7262,6.6567,4.778,5.4654,4.7522,5.4601,6.4362,4.5312,4.9378,5.1378,4.3194,6.019,3.228,4.0105,3.5314,5.3018,6.5714
198205,0.3202,-1.5149,-0.6916,-1.8277,-2.0845,-2.1517,-2.3898,-2.5566,-3.8825,-3.8481,-1.4762,-2.8558,-0.6638,-2.8926,-4.893,-2.1429,-4.1481,-4.6225,-3.8814,-7.0828,-2.7936,-2.6942,-1.6968,-1.6643,-7.4625
198206,-1.7794,-1.0529,-1.3061,-2.1797,-3.2725,-1.7487,-1.8325,-1.2354,0.2294,-3.8868,-0.3152,-0.1993,-0.8743,-3.7585,-6.1977,-0.346,-1.3471,-0.8239,-5.1201,-3.9568,-0.2137,-0.8284,-4.7549,-3.6042,-1.3858
198207,-0.0286,-0.2784,-0.6575,-1.9822,-2.4251,-0.4567,0.068,0.7005,-0.6109,-3.2386,-1.7936,-0.1964,-0.8771,-2.8316,-3.1202,-1.2254,-1.2993,-4.4807,-2.7224,-6.2302,-0.6439,1.2185,-3.3247,-6.6863,-7.6039
198208,3.7232,3.7753,6.1308,7.0793,7.7243,5.4894,7.9559,7.1982,10.5933,9.5341,10.4183,9.7348,11.0398,12.1542,12.4989,11.6585,11.2973,11.5418,13.135,15.7256,11.7939,12.2855,14.331,12.0614,12.358
198209,5.0735,4.9826,4.2384,4.9456,1.2828,6.4168,5.9457,5.8064,3.0257,0.6717,4.4126,6.2981,4.6183,2.2745,1.9811,3.1282,6.5068,3.0451,3.4247,-2.6079,0.6921,2.0851,0.2991,1.3846,0.9062
198210,8.4632,10.1332,14.1029,14.8936,16.0609,10.9273,10.6387,11.4349,14.9673,17.6783,9.7709,13.5882,11.7404,14.4827,17.9717,9.5905,14.7181,15.8087,12.6516,16.9987,9.5858,11.5358,10.2376,10.149,17.5998
198211,7.2806,9.5114,11.4794,10.9053,10.2505,5.8003,7.7669,8.4008,12.0132,7.9029,4.0707,7.5782,9.5099,10.9597,7.5592,5.0799,4.998,9.2985,6.0086,5.65,4.376,5.812,3.7188,-0.5136,6.0953
198212,1.4581,1.4942,1.3076,2.2649,2.2695,0.1352,0.5104,0.2374,0.7633,2.414,1.1909,0.7492,1.4333,1.2551,-1.6961,1.4176,1.0924,0.5691,1.6075,3.2213,0.1387,2.458,1.4175,3.3699,0.5395
198301,7.0843,6.6115,7.5947,9.1552,12.3211,2.6093,5.1326,4.2386,6.3021,9.5985,3.8497,2.7188,2.6409,3.2238,8.3442,1.7035,0.9554,1.7788,3.6209,9.9984,2.9113,2.7503,3.9801,5.6818,6.7203
198302,4.8496,6.2438,9.3669,7.1515,3.778,5.3689,5.0274,6.0488,8.3728,5.5238,4.1047,5.5813,5.7382,5.1739,4.7705,5.1845,3.466,4.277,5.3897,-2.6103,1.5479,3.9129,2.3483,3.7184,0.968
198303,4.9333,6.9649,5.9561,5.6106,5.0962,6.7412,4.6774,5.0627,4.0846,1.9543,2.4641,7.1426,6.0595,4.7356,3.9503,4.8799,5.5436,3.2581,0.5234,0.2295,2.5949,2.6718,4.4442,4.1923,3.1933
198304,7.1743,8.6581,8.0955,8.7831,8.1838,8.6102,9.7379,9.984,7.0459,6.0226,6.7555,8.4661,5.6331,6.0331,5.8926,4.9412,10.3928,5.2112,4.3203,6.0257,6.493,9.5584,6.9441,7.075,8.474
198305,5.6741,7.2497,7.3907,10.1603,11.186,4.4574,3.9021,3.6434,5.4225,8.6156,1.6934,2.6541,4.2866,4.5206,6.7492,-0.1202,0.791,3.6476,6.8739,9.496,-3.3063,-2.8741,1.3037,1.9205,2.969
198306,3.2122,4.5601,2.6491,3.9462,4.364,4.7153,1.4919,3.1608,5.8569,5.7888,0.5142,4.3832,5.1045,2.688,4.9852,0.9362,3.6498,2.208,5.0586,5.9788,1.3938,5.3529,4.9086,5.8134,3.9758
198307,1.4533,0.1285,-1.0151,-2.5264,-3.7799,1.4125,-0.0163,-1.434,-2.5288,-6.7649,-0.6939,-0.1829,-0.5831,-2.2852,-4.797,-0.4998,-2.5996,-2.009,-3.7969,-7.3535,-2.7838,-1.6842,-4.9898,-5.1579,-7.296
198308,-0.6949,-2.1321,-3.0423,-3.8068,-4.8142,-0.3282,-1.3707,-2.4851,-3.5894,-3.5849,-0.705,-2.7428,-3.0225,-1.1552,-2.9931,-0.3102,-0.6997,0.6366,0.7179,-1.36,1.4142,1.4756,2.9855,2.0786,-0.8908
198309,1.6866,2.7665,0.6788,-0.7815,-1.3701,3.0871,5.3797,3.1999,3.4433,-0.0425,4.5462,5.9148,5.1462,1.1145,2.8198,5.65,2.8648,2.674,0.9613,-0.4258,3.1051,2.1029,-0.8453,0.1277,-3.0722
198310,-0.9184,-2.016,-5.0442,-5.9903,-8.8714,-1.8306,-3.0894,-3.8597,-6.4488,-10.0383,2.2424,-3.0199,-3.1926,-3.9431,-10.5655,0.9696,-2.0717,-2.79,-6.319,-10.2542,0.9356,0.1441,-4.6457,-4.1752,-6.5198
198311,2.1069,2.2048,4.4655,4.3873,4.0489,2.464,5.5477,4.3844,6.3795,6.2325,2.3169,4.2486,5.515,4.7058,6.712,1.5304,4.9234,4.2398,6.5419,7.4623,1.153,0.3958,3.3846,4.2747,4.0772
198312,0.1497,-0.1792,1.0087,-2.2207,-3.4684,-0.0698,0.1327,-0.035,-1.7598,-2.1303,-1.1863,-0.9416,-1.3296,-0.6231,-2.8307,-3.721,-0.5536,-1.6535,-1.4345,-2.4697,-2.94,0.6284,0.9471,2.1971,-0.1804
198401,2.7776,1.9726,0.2296,0.9486,-1.4952,0.5088,1.2111,0.2054,-3.1462,-3.4817,-0.0536,-2.4453,-3.7358,-2.7573,-7.2487,-1.2095,-2.8473,-3.9456,-3.394,-5.1597,0.2473,-2.2176,3.8826,1.2913,-6.1039
198402,-2.2887,-4.5033,-4.7829,-6.9609,-6.4862,-1.7345,-3.858,-5.2416,-5.2433,-5.7159,-3.8445,-5.9496,-6.3553,-5.1655,-5.1579,-4.1462,-4.909,-5.5653,-6.4113,-4.8737,-3.3464,-3.1271,-1.6304,-6.0638,-3.6853
198403,1.1608,1.3784,2.1601,1.4136,-0.0713,0.5483,1.6687,1.3571,0.9209,0.7555,-0.0104,2.1651,3.0068,1.3244,0.8784,-0.512,1.4565,4.6112,4.1124,0.0643,-0.9315,3.0081,0.7562,3.0447,0.7032
198404,-0.3235,0.4219,-0.6313,-1.909,-3.1946,0.5002,0.0732,1.5267,-0.6221,-1.0932,-1.2935,0.1604,1.3536,-0.1843,-1.4743,-1.4949,0.3125,-1.0518,-2.0072,-4.8472,0.8963,1.5193,2.1794,1.0022,-0.047
198405,-1.7387,-2.8565,-5.2968,-6.0113,-7.1791,-2.0253,-5.2134,-4.9985,-4.7854,-6.3854,-0.7649,-5.0663,-5.1344,-6.5725,-8.3728,-1.9226,-5.3984,-6.6689,-6.5416,-6.7946,-3.6266,-5.1047,-5.5199,-6.3596,-7.5892
198406,1.469,2.2686,2.953,2.5102,1.7572,2.9414,4.077,2.7741,2.6945,2.387,2.7096,5.006,3.7902,1.0592,3.9012,4.0692,4.1355,2.2676,3.7692,1.9108,6.0034,1.4762,0.3389,1.7519,0.4564
198407,-1.4752,-1.5426,-4.0532,-3.5158,-7.9349,-0.7599,-1.8052,-3.5008,-3.9195,-6.9271,0.5333,-2.6635,-1.1701,-4.7479,-6.5332,-0.9381,-2.0983,-3.359,-5.2511,-8.324,0.2564,-0.2512,-2.8463,-3.4098,-5.1704
198408,4.673,5.8972,7.5612,9.2968,12.6496,6.4505,7.5149,10.3999,13.4741,16.9798,8.0029,11.3741,10.1128,15.2956,16.7257,8.3357,10.7369,13.5337,13.0053,17.9254,7.5139,11.9366,12.6578,12.4027,16.7105
198409,2.3463,2.0154,-0.4453,0.1435,-2.2108,3.3229,3.6519,0.7088,-2.5676,-3.7984,4.1142,1.287,1.8186,-0.8649,-2.438,2.7868,3.6357,-1.1518,-0.8942,-3.3051,1.3945,0.1617,-1.0772,-2.365,-2.427
198410,0.6987,0.2521,-1.4601,-2.9249,-4.218,0.3167,0.9898,-0.4546,-1.8725,-2.4402,3.3087,-0.2895,0.1652,-2.438,-2.2546,3.0844,0.6492,-0.612,-0.8777,-2.1012,2.5471,0.2865,-0.2392,-2.9783,0.0458
198411,0.4301,-0.76,-2.4069,-2.9695,-5.2648,1.6231,0.9924,-0.9495,-2.0484,-4.8227,2.0482,1.4441,0.7074,-0.8784,-2.6749,0.8674,-0.1318,-0.6227,-2.1016,-3.4362,1.0171,-1.8123,-2.2437,-0.9189,-3.0346
198412,2.3015,1.1754,1.0469,0.3357,0.352,2.9432,2.4734,2.3189,1.6142,2.2717,2.3425,2.8655,1.8869,2.7253,3.9681,1.6747,3.958,2.6014,2.5035,2.5954,2.5393,2.9511,1.7851,1.7529,2.3958
198501,5.9982,8.3627,10.2058,13.1703,15.3466,8.1356,9.5493,9.0587,12.6783,14.6661,6.0133,8.817,9.9899,10.5368,15.5407,4.6395,9.2806,11.7653,10.3485,15.2173,3.6411,8.8404,8.3778,8.8452,13.3383
198502,2.5278,3.2342,3.4339,3.3182,3.9185,2.7037,1.8124,3.2858,2.9647,1.6421,0.5448,3.373,1.3409,-0.1404,0.0492,2.357,2.5864,2.4719,1.7851,-3.2027,3.2067,0.6417,2.6598,1.0918,0.417
198503,1.9825,0.0776,-1.571,-2.3721,-3.3399,3.0841,0.9331,-1.5661,-2.0071,-4.7944,3.8132,0.0378,-0.3453,-2.1712,-4.5464,3.4306,0.1562,-1.7239,-1.7994,-2.2424,3.4627,-1.5028,-1.3772,0.0251,-1.3707
198504,2.3129,1.1054,-1.7099,-0.5303,-2.5393,2.2249,2.301,0.1698,-2.8879,-2.4909,2.2396,0.8175,0.394,0.172,-4.9621,0.7841,1.3091,-0.6533,-2.7133,-3.0969,-1.0101,0.6041,0.2522,0.1237,-3.5457
198505,3.3004,3.8747,1.3128,3.5436,2.1808,3.5473,2.4994,4.8239,4.151,4.5046,4.9085,5.8849,3.7342,5.1992,4.4984,6.7176,6.8856,5.2558,6.3839,2.4811,7.2847,7.0048,4.7627,3.7931,5.8073
198506,2.355,1.6394,1.6554,0.6435,-0.149,5.2028,4.2207,2.0452,1.0923,0.8606,5.1083,3.3608,2.9516,0.798,1.3765,3.4833,2.9058,-0.1184,2.2749,0.2222,2.5423,0.7976,0.052,1.4914,2.1456
198507,0.9703,2.2807,2.8403,2.7701,2.8565,1.2349,2.8235,3.3968,2.763,3.9051,-0.0779,0.7068,1.5712,2.5342,4.447,-2.3621,-0.4214,-0.6821,1.0074,2.6257,-3.8295,1.2903,-1.0809,0.4986,0.4699
198508,1.5075,0.1375,-0.6351,-0.9409,-1.8301,1.1462,1.7256,0.0356,-1.0953,-1.4484,1.5307,-0.3904,-0.6461,-1.1076,-4.0393,0.287,1.1239,-0.7577,-1.8224,-0.8233,1.0354,-1.3796,-1.2273,0.1004,-2.4361
198509,-1.3605,-2.7094,-4.9301,-5.4865,-7.855,-1.6349,-3.3599,-4.7989,-5.8502,-8.4494,-2.5984,-2.5612,-4.2209,-5.4952,-7.2329,-4.2004,-4.3217,-3.3004,-7.6554,-6.5266,-1.8192,-2.758,-3.4722,-4.4233,-6.5206
198510,1.6606,2.4952,2.9979,2.5781,1.796,4.3613,5.1871,5.5756,3.3272,3.6787,5.2675,4.4179,3.8994,2.0245,3.0094,6.7,6.6152,5.6906,4.6216,1.8282,4.9993,4.6404,5.2928,4.616,5.0742
198511,4.242,5.1322,5.3623,5.3116,6.4006,7.5597,6.7215,5.6811,7.7238,8.3367,4.5418,6.7892,7.1304,5.6017,9.7991,5.6785,7.609,6.7552,7.2562,9.0849,8.0075,7.5438,5.3664,5.8699,7.7372
198512,4.4494,4.601,1.816,3.0973,3.9436,3.8193,4.1028,3.6793,2.7751,5.7399,4.8478,2.8659,4.2493,3.2548,6.1696,4.4716,3.9894,4.7329,3.184,3.5427,4.8253,6.0119,3.4882,2.6929,4.3587
198601,1.6546,1.8629,3.6917,2.0418,3.4819,0.8889,2.4836,1.3679,0.627,-0.2066,3.4701,2.2299,2.2934,1.2359,2.6533,2.3604,3.908,0.8828,-0.0033,1.3314,1.0883,-0.0275,1.2453,0.0505,-0.7189
198602,5.7871,5.3847,6.1347,7.528,7.1766,7.8016,7.5683,6.8451,6.0848,7.9673,7.3721,7.1202,8.9743,6.2978,7.4911,6.5394,7.7147,8.915,7.7315,7.9265,8.575,6.8323,9.9822,7.282,7.3924
198603,3.9062,5.5829,5.3666,5.7179,3.7072,4.4078,4.0544,6.1082,5.4746,4.9808,5.2623,6.3807,6.6025,3.6293,5.7994,5.6298,6.3715,6.5994,4.5545,2.8807,6.6639,5.7766,4.392,4.8358,4.0092
198604,1.1465,3.1143,1.2065,0.4797,1.5969,2.3131,1.1452,0.2856,-0.4795,1.1627,1.6787,2.03,-0.2297,1.408,-0.1726,-1.2597,-0.6306,-1.5388,-1.3679,0.2684,-0.426,-0.8542,-2.2569,-2.7022,-4.0854
198605,4.5042,4.359,3.3701,4.0563,3.5061,2.8465,5.1102,4.6911,3.8077,3.7364,4.1887,6.0371,6.3085,6.0183,3.0761,4.4589,6.4901,5.882,4.1465,4.4332,5.8381,4.3594,6.0913,5.665,5.6591
198606,3.7814,3.0719,1.0551,-1.0225,-1.106,3.7809,2.4215,0.5385,0.0446,-0.7053,4.5294,3.214,-0.0125,-1.918,-2.7865,5.5026,2.7727,0.4695,-1.1753,-1.5833,5.0669,0.8548,-0.9294,-1.0524,0.7331
198607,-5.5208,-6.94,-7.0696,-8.998,-10.3412,-4.1403,-7.6859,-8.4829,-8.676,-10.8133,-1.3585,-5.6325,-8.9524,-12.2229,-10.6495,1.2317,-8.5277,-7.8067,-8.2292,-8.0374,-1.4351,-5.9526,-5.6856,-7.7123,-9.1406
198608,1.2757,1.6806,2.1702,1.5257,0.9574,4.5125,2.5611,4.7358,3.2964,4.2797,5.1146,6.4031,5.8202,5.4156,5.1127,6.6914,6.6848,8.5857,6.3954,7.9966,6.9235,7.8063,7.2435,5.2456,7.8271
198609,-5.2124,-4.348,-4.5143,-4.2002,-8.4044,-4.9319,-5.4881,-4.5258,-6.3961,-7.6466,-5.7611,-7.542,-5.2005,-6.9304,-6.5608,-8.1558,-5.2024,-7.1013,-6.5995,-10.4904,-9.3719,-7.8756,-9.8686,-10.3347,-8.968
198610,1.5044,4.0376,0.7461,0.9798,2.6732,0.8911,3.2412,5.1077,4.098,6.0162,1.8899,2.6074,2.0518,4.0198,5.3219,4.4233,6.6674,5.9596,5.1072,6.0008,6.7999,3.6466,7.1899,6.8717,7.5366
198611,-0.1546,-0.9955,-0.9111,1.0182,-1.3482,-1.0864,-1.3362,0.1412,-0.5744,0.5559,-0.5352,-0.6402,0.2748,0.3236,0.7665,0.3903,0.3329,0.8217,1.9758,-0.2406,2.0131,2.8997,1.5309,2.4631,2.4491
198612,-3.4569,-2.4021,-3.2452,-3.0327,-3.9341,-2.5526,-1.3781,-2.9686,-1.2406,-3.5911,-2.2606,-2.0402,-1.6271,-1.0919,-3.1644,-3.2902,-3.0085,-3.2486,-3.3537,-3.598,-2.0959,-2.3521,-3.0667,-3.7336,-4.4385
198701,8.3154,10.5641,8.8592,9.9576,12.2139,7.9219,9.1887,14.3209,11.3864,14.2248,7.66,10.2408,11.2848,13.0901,16.4766,8.6988,11.3123,12.0274,14.3649,16.8591,11.8099,13.3184,14.4202,14.0474,14.9777
198702,5.2793,7.2553,6.378,8.8358,10.4441,2.8241,5.3735,7.3605,7.3393,9.8554,3.038,5.3635,4.9198,7.7853,11.5834,-0.3166,5.8224,6.0555,7.3478,9.4558,0.3071,3.9047,6.463,7.7966,7.1382
198703,3.173,4.698,2.5626,3.4325,0.7191,2.091,5.1598,1.6398,0.2113,0.6791,0.9983,2.87,1.9944,1.1804,-0.7321,-1.3105,3.338,1.4563,0.3266,1.529,2.4928,2.9052,1.8227,0.9211,0.991
198704,-0.9476,-1.3495,-0.4791,-1.5748,-3.0722,-3.3875,-3.5359,-1.1765,-3.0549,-3.7389,-5.574,-2.7964,-2.1857,-2.6575,-0.4223,-3.6172,-2.4453,-2.8081,-1.1209,-2.5973,-2.5132,-0.1633,0.8764,-3.0495,-3.4221
198705,0.539,-1.0073,1.093,0.8934,-0.6895,-1.2109,-0.123,-2.189,0.9659,-0.3298,-0.7626,-0.4284,0.3958,1.6548,1.7049,-1.4334,-0.2279,1.3874,2.2997,0.8194,1.5784,0.2751,0.8935,0.5153,0.6671
198706,1.8235,1.8215,2.0487,3.3634,-0.3445,2.0783,4.3593,5.1067,3.5495,1.859,4.0256,7.0946,4.4131,4.2633,-1.7081,4.4963,4.9508,4.8668,2.6735,2.2788,5.9631,4.9962,4.3867,5.9994,3.7993
198707,3.6253,5.8596,1.5034,4.0912,2.0717,2.1794,3.5374,5.44,3.7276,2.5073,0.7234,5.7214,5.0962,6.0128,2.3236,2.2834,6.7579,5.6477,6.5024,2.9257,3.0389,5.5694,3.9271,5.4824,6.5216
198708,1.0082,1.5992,1.4377,1.979,1.6358,2.2401,4.8538,1.2598,3.7474,4.2724,3.9668,3.0701,2.1215,2.8118,3.9258,3.6437,2.2145,4.3721,1.5889,6.9209,3.7124,4.8041,4.7193,2.717,6.935
198709,-1.3459,-1.3221,-0.4875,-0.196,-2.6038,-2.046,-1.5207,-2.1005,-0.1437,-3.1484,-2.007,-1.552,-2.0081,-1.3248,-4.5023,-2.2347,0.6385,-2.1434,-1.0143,-2.5911,-1.4884,-0.2018,-3.6876,-3.1564,-6.3761
198710,-23.0219,-28.0866,-28.1422,-31.9305,-33.4025,-20.5575,-25.0749,-28.5539,-30.0541,-34.3751,-16.0788,-26.4004,-27.6114,-29.7403,-32.3627,-14.8983,-25.5647,-25.8336,-27.8149,-30.6921,-12.8178,-20.6977,-23.754,-24.926,-29.2369
198711,-2.5065,-3.8438,-5.1701,-4.7199,-6.8624,-0.9767,-3.0657,-1.9599,-5.4148,-8.8768,-2.2248,-2.8125,-3.5857,-3.5483,-7.8758,-4.2718,-4.2722,-3.7556,-5.8033,-9.8098,-8.7167,-7.787,-8.4111,-8.0804,-11.9014
198712,0.2823,3.897,3.361,5.6147,4.5181,3.8212,5.3105,7.3147,9.2991,11.7851,2.9525,6.04,8.1746,10.4064,11.617,3.5513,8.1517,10.4467,8.9319,13.9016,4.1212,6.3107,8.1508,11.787,9.1674
198801,4.33,6.7818,5.9796,6.1847,7.3583,4.1597,4.4471,5.189,3.6304,3.6684,6.7425,6.4456,5.6253,3.5017,0.9608,7.3925,2.9695,2.1772,3.8072,1.7638,7.7306,3.9713,2.0959,3.4438,5.6342
198802,5.417,7.7077,6.5537,6.9122,7.7723,4.9392,6.4745,8.6962,8.427,12.2099,3.8017,7.4687,7.507,9.7424,9.638,2.4065,7.4221,8.0321,11.5062,8.4897,1.6816,3.8519,5.4432,5.9516,6.8172
198803,4.5397,5.1848,5.7429,3.6949,4.9701,1.5674,3.7658,3.6506,3.5768,3.9332,-1.1278,3.2323,0.4328,1.9536,1.0485,-1.1943,3.0687,-0.9675,3.5858,-1.9069,-2.3354,-3.8957,-5.0143,-2.8091,-6.2721
